央视,#genre#
CCTV10,http://117.148.179.164/PLTV/88888888/224/3221232492/index.m3u8#http://117.148.179.175/PLTV/88888888/224/3221231666/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225636/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225677/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225627/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225496/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225569/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225627/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225636/index.m3u8#http://iptv.tvfix.org/hls/cctv10hd.m3u8#https://cctv5cncc.v.wscdns.com/live/cctv10_1/index.m3u8?adapt=0&BR=audio
CCTV11,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8#http://183.207.249.200/ott.js.chinamobile.com/PLTV/3/224/3221227384/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225628/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225517/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225628/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225568/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225628/index.m3u8#http://iptv.tvfix.org/hls/cctv11hd.m3u8
CCTV12,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8#http://183.207.249.237/ott.js.chinamobile.com/PLTV/3/224/3221225556/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225637/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225669/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225629/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225495/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225567/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225629/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225637/index.m3u8#http://iptv.tvfix.org/hls/cctv12hd.m3u8#https://cctv5cncc.v.wscdns.com/live/cctv12_1/index.m3u8?adapt=0&BR=audio
CCTV13,http://39.134.115.163:8080/PLTV/88888910/224/3221225638/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225638/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225566/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225638/index.m3u8#http://iptv.tvfix.org/hls/cctv13hd.m3u8#https://cctv5cncc.v.wscdns.com/live/cctv13_1/index.m3u8?adapt=0&BR=audio
CCTV14,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/624878440#http://117.148.179.182/PLTV/88888888/224/3221231648/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225639/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225640/index.m3u8#http://39.134.66.66/PLTV/88888888/224/3221225674/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225640/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225494/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225565/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225639/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225640/index.m3u8#http://iptv.tvfix.org/hls/cctv14hd.m3u8#https://cctv5cncc.v.wscdns.com/live/cctvchild_1/index.m3u8?adapt=0&BR=audio
CCTV15,http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225641/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225564/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8#http://iptv.tvfix.org/hls/cctv15hd.m3u8
CCTV16,http://117.148.179.157/PLTV/88888888/224/3221233392/index.m3u8#http://117.148.179.157/PLTV/88888888/224/3221233403/index.m3u8#http://117.148.179.157/PLTV/88888888/224/3221233406/index.m3u8#http://117.148.179.157/PLTV/88888888/224/3221233409/index.m3u8#http://39.135.41.243/PLTV/88888888/224/3221226716/index.m3u8?hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226230/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888910/224/3221226233/index.m3u8#http://iptv.tvfix.org/hls/cctv16hd.m3u8#http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000607&playtoken=ABCDEFGH&auth=no
CCTV17,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225908/index.m3u8#http://39.134.66.110/PLTV/88888888/224/3221225708/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225907/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225908/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225909/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225910/index.m3u8?fmt=ts2hls#http://iptv.tvfix.org/hls/cctv17hd.m3u8#https://cctv5cncc.v.wscdns.com/live/cctv17_1/index.m3u8?adapt=0&BR=audio
CCTV4K,http://117.148.179.157/PLTV/88888888/224/3221233460/index.m3u8#http://iptv.tvfix.org/hls/cctv4k.m3u8#http://liveop.cctv.cn/hls/4KHD/playlist.m3u8#http://ye23.win/iptv/4k.cctv.php#https://p.ggiptv.com/v/4k.m3u8
CCTV8K,http://117.148.179.141/PLTV/88888888/224/3221233404/index.m3u8#http://117.148.179.146/PLTV/88888888/224/3221233413/index.m3u8#http://117.148.179.148/PLTV/88888888/224/3221233350/1.m3u8#http://live.aikan.miguvideo.com/PLTV/88888888/224/3221233413/index.m3u8

卫视,#genre#
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8#http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8#http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8#http://183.207.248.133/ott.js.chinamobile.com/PLTV/3/224/3221227404/index.m3u8#http://183.207.249.136/ott.js.chinamobile.com/PLTV/3/224/3221227220/index.m3u8#http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227698/index.m3u8#http://183.207.249.176/ott.js.chinamobile.com/PLTV/3/224/3221227698/index.m3u8$8300#http://39.134.115.163:8080/PLTV/88888910/224/3221225704/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225745/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225506/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225506/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225490/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225555/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225704/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225745/index.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000102&playtoken=ABCDEFGH&auth=no
深圳卫视,http://39.134.115.163:8080/PLTV/88888910/224/3221225741/index.m3u8#http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225801/index.m3u8#http://39.134.18.82/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225559/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225598/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225700/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225741/index.m3u8#http://iptv.tvfix.org/hls/szhd.m3u8#http://satellitepull.cnr.cn/live/wxszws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000111&playtoken=ABCDEFGH&auth=no
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225510/index.m3u8#http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8#http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8#http://183.207.248.139/ott.js.chinamobile.com/PLTV/3/224/3221225544/index.m3u8#http://183.207.248.170/ott.js.chinamobile.com/PLTV/3/224/3221227491/index.m3u8#http://183.207.249.133/ott.js.chinamobile.com/PLTV/3/224/3221227215/index.m3u8#http://183.207.255.197/live/program/live/zjwshd/2300000/mnf.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8#http://39.134.66.2/PLTV/88888888/224/3221225514/index.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel01/360p.m3u8#http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225491/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225557/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225703/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225744/index.m3u8#http://satellitepull.cnr.cn/live/wxzjws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000103&playtoken=ABCDEFGH&auth=no
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8#http://183.207.248.171/ott.js.chinamobile.com/PLTV/3/224/3221227185/index.m3u8#http://183.207.248.172/ott.js.chinamobile.com/PLTV/3/224/3221227185/index.m3u8#http://183.207.249.135/ott.js.chinamobile.com/PLTV/3/224/3221227402/index.m3u8#http://183.207.249.203/ott.js.chinamobile.com/PLTV/3/224/3221227552/index.m3u8#http://183.207.255.197/live/program/live/jswshd/2300000/mnf.m3u8#http://183.207.255.197/live/program/live/jswshd/4000000/mnf.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225702/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225488/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225582/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225702/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225743/index.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000104&playtoken=ABCDEFGH&auth=no
北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8#http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8#http://183.207.249.170/ott.js.chinamobile.com/PLTV/3/224/3221225574/index.m3u8#http://183.207.249.237/ott.js.chinamobile.com/PLTV/3/224/3221227246/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225673/index.m3u8$8789#http://39.134.115.163:8080/PLTV/88888910/224/3221225674/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225703/index.m3u8$9220#http://39.134.115.163:8080/PLTV/88888910/224/3221225743/index.m3u8$8972#http://39.134.115.163:8080/PLTV/88888910/224/3221225744/index.m3u8$8567#http://39.135.138.58:18890/PLTV/88888910/224/3221225702/index.m3u8$9263#http://39.135.138.59:18890/PLTV/88888910/224/3221225673/index.m3u8$9103#http://39.135.138.59:18890/PLTV/88888910/224/3221225674/index.m3u8$9129#http://39.135.138.59:18890/PLTV/88888910/224/3221225703/index.m3u8$9961#http://39.135.138.59:18890/PLTV/88888910/224/3221225743/index.m3u8$9014#http://39.135.138.59:18890/PLTV/88888910/224/3221225744/index.m3u8$9071#http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8$8317#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225600/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225673/index.m3u8
湖北卫视,http://111.40.196.27/PLTV/88888888/224/3221225654/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/630292423#http://117.148.179.134/PLTV/88888888/224/3221231523/index.m3u8#http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8#http://183.207.248.134/ott.js.chinamobile.com/PLTV/3/224/3221227495/index.m3u8#http://183.207.248.165/ott.js.chinamobile.com/PLTV/3/224/3221225877/index.m3u8#http://183.207.248.174/ott.js.chinamobile.com/PLTV/3/224/3221227703/index.m3u8#http://183.207.249.143/ott.js.chinamobile.com/PLTV/3/224/3221227479/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225699/index.m3u8#http://39.134.115.163:8080/PLTV/88888910/224/3221225740/index.m3u8#http://39.135.138.59:18890/PLTV/88888910/224/3221225699/index.m3u8$8795#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225550/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225596/index.m3u8?fmt=ts2hls#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225699/index.m3u8#http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225740/index.m3u8#http://iptv.tvfix.org/hls/hbhd.m3u8#http://satellitepull.cnr.cn/live/wx32hubws/playlist.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000109&playtoken=ABCDEFGH&auth=no
